;id;f0_mean;f0_std;duration;energy;tfidf;Participant;words_id
62;91;1.19877;4.28571552041;0.86545;1.07469;0.349859055673;A;Bed002.w.133
63;92;0.50183;41.995945679;0.62275;0.92373;0.00699578195707;A;Bed002.w.134
64;93;0.00000;0.0;0.38210;0.88738;0.723530507805;A;Bed002.w.135
65;94;0.66081;44.2401148148;0.71963;0.99073;3.99838920769;A;Bed002.w.136
66;95;0.82888;24.1915956875;0.62378;0.91373;0.999597301923;A;Bed002.w.137
67;96;1.22819;6.5252165;0.72479;1.08552;0.810199918401;A;Bed002.w.138
68;97;1.36736;2.8691965;0.14660;0.89993;0.0024983865038;A;Bed002.w.139
69;98;0.75193;53.6524060388;1.12981;0.90646;0.848143165268;A;Bed002.w.140
70;99;1.21760;23.1685399683;1.00000;1.00000;6.99718111346;A;Bed002.w.141
71;100;1.19326;2.33557920833;0.66687;1.13522;0.446035449464;A;Bed002.w.142
72;101;1.15151;1.833718;0.55263;0.99106;0.599758381154;A;Bed002.w.143
73;102;1.15459;1.8762778;0.46483;0.99192;0.773372649382;A;Bed002.w.144
74;103;1.20374;3.25702357988;1.22458;0.96042;0.205799444514;A;Bed002.w.145
75;104;0.62341;43.1464948006;1.00000;1.00000;6.99718111346;A;Bed002.w.146
76;105;0.00000;0.0;0.35624;0.82213;0.0144187923188;A;Bed002.w.148
77;106;0.51309;45.4636142561;0.71259;0.94566;0.466478740897;A;Bed002.w.149
78;107;1.19569;1.8492394375;0.35624;1.14592;0.0144187923188;A;Bed002.w.150
79;108;1.19077;1.76721247059;1.09160;0.98445;3.93591437632;A;Bed002.w.151
80;109;1.20476;1.5587087438;0.57450;1.01373;1.23479666708;A;Bed002.w.152
81;110;1.16556;2.55080359862;0.92308;1.09149;1.74929527837;A;Bed002.w.153
82;111;1.11331;2.93392449383;1.14286;0.97672;6.99718111346;A;Bed002.w.154
83;112;0.65463;34.513216675;0.85401;1.04544;1.55492913632;A;Bed002.w.155
84;113;0.48738;32.8355988099;0.54521;1.09565;0.467677915038;A;Bed002.w.156
85;119;0.82388;57.2791393846;0.62507;1.24049;0.792784067042;A;Bed002.w.164
86;120;1.49711;2.87666279592;0.84457;1.13972;1.55492913632;A;Bed002.w.166
87;121;1.73025;24.936827551;1.00000;1.00000;6.99718111346;A;Bed002.w.169
88;122;1.73680;15.47459425;0.38210;1.21735;0.723530507805;A;Bed002.w.170
89;123;1.21600;30.5284910139;0.81702;1.12787;3.76771290725;A;Bed002.w.171
90;124;0.41254;40.8365455494;1.23077;1.07926;6.99718111346;A;Bed002.w.172
91;125;0.46224;46.4189217778;0.50946;0.88232;0.723530507805;A;Bed002.w.174
92;126;0.67707;58.2798109388;0.91961;1.05320;1.2722147479;A;Bed002.w.175
93;127;0.82833;57.5880609231;0.54504;1.19030;0.279887244538;A;Bed002.w.176
94;128;1.16012;34.95067196;0.53436;1.01385;0.0144187923188;A;Bed002.w.177
95;129;1.35223;7.83960621172;0.99087;1.11681;0.655985729387;A;Bed002.w.178
96;130;0.86219;36.0763608333;1.04499;1.11068;0.467677915038;A;Bed002.w.179
97;131;0.23179;28.3685235234;0.88336;0.99212;2.0868785777;A;Bed002.w.180
98;132;0.70268;59.826969913;1.07001;1.14966;1.03661942422;A;Bed002.w.181
99;133;0.78615;53.8276753719;1.28710;1.10826;1.96795718816;A;Bed002.w.182
100;134;0.35279;38.5282509838;0.88031;1.17632;4.37323819591;A;Bed002.w.183
101;135;1.10821;1.66032260355;0.60651;1.05754;0.0136159812736;A;Bed002.w.186
102;158;1.07622;20.3628150528;0.64148;1.07436;1.37199629676;A;Bed002.w.217
103;159;0.65143;52.8382615385;0.62507;1.07819;0.792784067042;A;Bed002.w.219
104;160;1.17991;22.2169333125;0.38210;1.13492;0.723530507805;A;Bed002.w.220
105;161;0.74024;59.0322030727;0.74277;1.04625;1.2722147479;A;Bed002.w.221
106;162;1.09242;36.5678219012;0.79939;1.13896;0.279887244538;A;Bed002.w.222
107;163;1.40365;6.7094315;1.11807;1.14448;1.11954897815;A;Bed002.w.225
108;164;1.14271;21.5164058437;0.19178;1.12580;0.655985729387;A;Bed002.w.226
109;165;0.46036;43.3411240625;0.31804;1.10746;0.467677915038;A;Bed002.w.227
110;166;0.00000;0.0;0.60440;1.08523;2.0868785777;A;Bed002.w.228
111;167;0.77485;54.9263776886;0.71334;1.17294;1.03661942422;A;Bed002.w.229
112;168;0.65557;51.9740721884;1.06519;1.20555;1.96795718816;A;Bed002.w.230
113;169;0.51079;45.2606315225;0.75676;1.17611;4.37323819591;A;Bed002.w.231
114;170;0.94832;20.5506018203;0.77980;0.97575;0.0136159812736;A;Bed002.w.234
115;171;0.81684;34.0234002899;1.45850;0.97623;0.792784067042;A;Bed002.w.236
116;173;0.69969;46.843410963;0.38269;0.91853;0.584778825044;A;Bed002.w.240
117;174;1.11448;21.26157748;0.47676;0.99853;0.787182875264;A;Bed002.w.241
118;175;0.87533;34.4647458056;0.49510;0.97867;1.1346780184;A;Bed002.w.242
119;176;1.13499;6.3320356875;0.44578;0.97180;0.723530507805;A;Bed002.w.243
120;177;0.82603;43.6529797437;0.88031;1.09711;4.37323819591;A;Bed002.w.244
121;178;0.96328;44.1619191682;1.63821;0.90890;1.49939595288;A;Bed002.w.248
122;179;1.03143;29.8786090237;1.12903;0.95391;3.49859055673;A;Bed002.w.249
123;180;1.08143;21.2478887864;0.88571;1.02564;2.33239370449;A;Bed002.w.250
124;181;0.87943;42.3912146688;0.81231;1.12108;6.99718111346;A;Bed002.w.251
125;182;1.25980;2.3143806;0.38990;0.96711;0.0136159812736;A;Bed002.w.252
126;183;1.20787;1.68855530612;0.38210;0.99462;0.723530507805;A;Bed002.w.253
127;184;1.04716;23.9732878929;0.97021;1.11315;4.66478740897;A;Bed002.w.254
128;185;0.00000;0.0;0.33337;1.14056;0.792784067042;A;Bed002.w.256
129;186;0.73966;49.5193512099;0.49203;1.04470;0.584778825044;A;Bed002.w.257
130;187;1.24203;4.41239675;0.79825;1.00342;0.599758381154;A;Bed002.w.258
131;188;0.82711;43.9733589758;0.92985;0.96031;2.0868785777;A;Bed002.w.259
132;189;1.25603;20.8026191302;1.24046;0.97723;3.93591437632;A;Bed002.w.260
133;190;1.34777;8.40303229363;1.23115;1.14691;0.446035449464;A;Bed002.w.261
134;191;1.17073;4.947610609;0.78273;0.91247;1.04957716702;A;Bed002.w.262
135;192;0.97053;19.2409134;0.41428;0.87611;0.956136549665;A;Bed002.w.264
136;193;1.07411;37.3377495976;0.68627;0.99729;1.14239691648;A;Bed002.w.265
137;194;1.41760;5.69474320408;0.87472;1.06444;0.584778825044;A;Bed002.w.266
138;195;1.51498;8.37237211073;1.04198;1.01142;3.93591437632;A;Bed002.w.267
139;196;1.23738;44.0761138512;1.36585;1.24350;5.2478858351;A;Bed002.w.268
140;197;1.37730;20.9065929689;1.24242;1.25159;0.932957481795;A;Bed002.w.269
141;198;1.37412;3.66494859172;0.76271;1.17284;0.823197778054;A;Bed002.w.270
142;199;1.01630;33.3656981111;0.14360;1.17370;0.00617163427046;A;Bed002.w.271
143;200;0.75242;47.1528187158;1.25510;1.08978;4.66478740897;A;Bed002.w.272
144;201;0.90864;37.3287036694;1.16456;0.95316;6.99718111346;A;Bed002.w.273
145;202;0.87784;35.6941105848;1.19745;0.99371;1.74929527837;A;Bed002.w.274
146;203;1.15316;1.55957065306;0.38210;1.01502;0.723530507805;A;Bed002.w.275
147;204;0.75360;38.8331005059;1.10692;0.98178;1.74929527837;A;Bed002.w.276
148;205;1.03750;19.4023352562;0.50635;1.07720;0.956136549665;A;Bed002.w.278
149;206;0.42760;40.2574085937;0.38210;0.95774;0.723530507805;A;Bed002.w.279
150;207;1.22829;51.8060785536;0.83544;1.04684;6.99718111346;A;Bed002.w.280
151;208;1.12614;32.0348987083;0.63608;1.03826;0.467677915038;A;Bed002.w.281
152;209;0.57871;46.1506771557;0.97635;0.96812;2.0868785777;A;Bed002.w.282
153;210;0.49522;44.75787984;0.37504;0.98829;0.792784067042;A;Bed002.w.283
154;211;1.02718;29.0115774375;1.20997;0.92605;0.723530507805;A;Bed002.w.284
155;212;0.73401;47.3861162041;0.72593;0.97113;0.999597301923;A;Bed002.w.285
156;213;0.87811;38.8746645373;1.00000;1.00000;6.99718111346;A;Bed002.w.286
157;214;1.01169;16.9327160494;0.61580;0.95455;0.0939919851062;A;Bed002.w.287
158;215;0.76826;39.6315481667;0.61979;0.87897;0.787182875264;A;Bed002.w.288
159;216;0.83446;38.3025990727;0.89820;0.98014;0.932957481795;A;Bed002.w.289
160;217;1.19719;1.42806957143;0.97143;0.95893;0.170662953987;A;Bed002.w.290
161;218;1.19432;2.37419292969;0.74359;0.91286;1.04957716702;A;Bed002.w.291
162;219;1.12099;1.61640374;0.75758;0.95280;0.932957481795;A;Bed002.w.292
163;220;0.86253;27.2322277578;1.00000;1.00000;6.99718111346;A;Bed002.w.293
164;221;0.60577;27.51683356;0.46032;1.20687;0.956136549665;A;Bed002.w.294
165;222;0.95075;2.5734322963;0.44578;1.19336;0.723530507805;A;Bed002.w.295
166;223;1.04820;3.03338471006;0.62630;1.20447;1.34561175259;A;Bed002.w.296
167;224;0.72330;27.0072705055;1.00000;1.00000;6.99718111346;A;Bed002.w.297
168;225;1.01136;63.4773599306;0.59841;1.12651;0.956136549665;A;Bed002.w.299
169;226;1.46898;14.0998836747;0.91822;0.92007;1.31197145877;A;Bed002.w.302
170;227;1.42804;12.1070142031;0.94275;0.90635;3.93591437632;A;Bed002.w.305
171;228;1.18782;0.125454489796;0.38210;0.91671;0.723530507805;A;Bed002.w.306
172;229;0.69796;45.0587067755;0.68936;0.85733;3.76771290725;A;Bed002.w.307
173;230;0.41929;40.1924779339;0.71385;0.89238;6.99718111346;A;Bed002.w.308
174;231;0.51238;40.4286386304;0.91961;0.98625;1.2722147479;A;Bed002.w.309
175;232;0.71188;30.6380040816;0.25003;1.08810;0.792784067042;A;Bed002.w.311
176;233;0.50925;38.3550302143;0.71514;0.96981;0.787182875264;A;Bed002.w.312
177;234;0.62076;35.9645222485;0.57127;0.90014;1.1346780184;A;Bed002.w.313
178;235;1.09925;2.89796638889;0.56940;0.87385;0.411598889027;A;Bed002.w.314
179;236;0.68444;39.0250313594;0.97466;0.84039;0.446035449464;A;Bed002.w.315
180;237;0.65083;43.5717974321;1.20635;0.84894;1.16619685224;A;Bed002.w.316
181;238;0.98703;41.1456422867;0.81643;1.04881;1.37199629676;A;Bed002.w.318
182;239;1.01636;25.5163906481;0.63158;1.04141;1.74929527837;A;Bed002.w.320
183;240;0.82232;39.6300211875;0.80282;0.98208;0.765316684285;A;Bed002.w.324
184;241;0.57096;45.5323208512;0.77778;0.95709;1.95921071177;A;Bed002.w.325
185;242;1.20350;1.95349158678;0.56940;0.94557;0.411598889027;A;Bed002.w.326
186;243;0.76803;40.492009845;0.97326;0.92714;2.99879190577;A;Bed002.w.327
187;244;0.64745;41.7979635918;0.19547;0.94682;0.0024983865038;A;Bed002.w.328
188;245;0.60710;43.0356191557;1.05621;0.96247;2.05799444514;A;Bed002.w.329
189;246;0.41481;40.614957175;0.73934;0.93773;1.07648940207;A;Bed002.w.330
190;247;0.74405;42.0298929687;1.17306;0.85666;1.78997656391;A;Bed002.w.331
191;248;0.25709;29.3782698549;1.31313;0.84588;1.07648940207;A;Bed002.w.332
192;249;0.60870;45.8453359091;0.91503;0.79199;1.39943622269;A;Bed002.w.333
193;250;0.68196;42.0242632066;1.13208;0.84157;0.264044570319;A;Bed002.w.336
194;258;1.08520;54.4891477222;0.53365;1.00127;1.32379102147;A;Bed002.w.350
195;259;1.73085;6.7518971716;0.69307;1.11120;2.79887244538;A;Bed002.w.352
196;260;1.52043;3.02146633333;0.14660;1.23862;0.0024983865038;A;Bed002.w.354
197;261;1.44571;3.34424241322;0.54774;1.20329;0.340140748571;A;Bed002.w.355
198;262;1.32621;4.49703254167;0.72727;1.04365;6.99718111346;A;Bed002.w.356
199;263;1.25790;1.39560144;0.41428;1.03236;0.956136549665;A;Bed002.w.357
200;264;1.21032;2.83660365306;0.79389;0.95725;3.93591437632;A;Bed002.w.358
201;265;0.99706;24.51949672;0.66383;0.93678;3.76771290725;A;Bed002.w.359
202;266;0.67084;39.5419606503;0.73846;0.96200;6.99718111346;A;Bed002.w.360
203;267;1.13656;0.316327901235;0.41428;0.94485;0.956136549665;A;Bed002.w.361
204;268;1.11968;1.2632119;0.41176;0.91036;1.14239691648;A;Bed002.w.362
205;269;1.09480;0.407534740741;0.30189;0.84120;0.566673118344;A;Bed002.w.363
206;270;1.17755;5.47628099174;0.52443;0.79120;0.787182875264;A;Bed002.w.364
207;271;1.15772;3.88321907438;0.54774;0.93943;0.340140748571;A;Bed002.w.365
208;272;1.11569;0.38172712;0.43322;0.90672;0.0136159812736;A;Bed002.w.366
209;273;1.14162;1.14490793878;0.74718;0.88985;1.2064105368;A;Bed002.w.367
210;274;1.02838;17.2121818395;1.03755;0.95100;0.839661733615;A;Bed002.w.368
211;281;0.17636;21.8357375;1.00000;1.00000;6.99718111346;A;Bed002.w.815
212;282;0.98364;42.3342562449;0.62507;1.16934;0.792784067042;A;Bed002.w.817
213;283;1.15182;20.21218878;0.76791;1.17383;0.874647639183;A;Bed002.w.819
214;284;0.45960;44.7972972042;0.97635;0.86827;2.0868785777;A;Bed002.w.821
215;285;0.80740;51.2090708476;0.67235;1.00239;1.52112632901;A;Bed002.w.822
216;286;1.32779;2.8517215;0.14360;1.03906;0.00617163427046;A;Bed002.w.823
217;287;1.31277;1.2851104083;1.00000;1.00000;6.99718111346;A;Bed002.w.824
218;288;1.25108;3.75264704082;0.69316;1.04318;0.0136159812736;A;Bed002.w.825
219;289;1.25577;2.0614404898;1.01887;1.02430;6.99718111346;A;Bed002.w.826
220;290;1.18249;3.75163875;0.38210;1.00589;0.723530507805;A;Bed002.w.827
221;291;0.99669;22.2119035331;0.83333;1.01580;6.99718111346;A;Bed002.w.828
222;292;1.19119;1.53225389349;0.71273;0.98979;0.349859055673;A;Bed002.w.830
223;293;1.21667;0.556101901235;0.61374;0.93905;0.603205268402;A;Bed002.w.831
224;294;1.19125;2.41741607407;0.49203;1.04106;0.584778825044;A;Bed002.w.832
225;295;1.11908;1.73311235714;0.68182;0.94262;0.437323819591;A;Bed002.w.833
226;296;0.82242;33.0359492978;0.80422;0.94752;0.749697976442;A;Bed002.w.834
227;297;0.81961;41.1537314074;0.70320;0.93940;1.99919460385;A;Bed002.w.837
228;298;1.16235;1.1382488595;0.84672;0.97541;0.0939919851062;A;Bed002.w.838
229;299;1.18880;5.71302877366;1.00000;1.00000;6.99718111346;A;Bed002.w.839
230;300;0.83293;33.8629208062;1.00000;1.00000;6.99718111346;A;Bed002.w.840
231;301;1.13188;8.00058927778;0.66904;0.97678;0.810199918401;A;Bed002.w.842
232;302;1.13052;11.5982410864;0.49203;0.95658;0.584778825044;A;Bed002.w.843
233;303;1.27755;2.90992541869;0.84649;1.08900;0.626613234041;A;Bed002.w.844
234;304;1.14314;4.33772340741;0.61580;0.95471;0.0939919851062;A;Bed002.w.845
235;305;0.91076;30.3236810662;1.13640;0.97202;1.78997656391;A;Bed002.w.846
236;306;0.55167;55.3998445926;1.16260;0.87081;1.49939595288;A;Bed002.w.847
237;307;1.07887;39.2278193151;1.00000;1.00000;6.99718111346;A;Bed002.w.848
238;308;0.87375;45.5597721746;1.00000;1.00000;6.99718111346;A;Bed002.w.849
239;309;0.96752;36.43549405;0.99010;1.08137;0.874647639183;A;Bed002.w.850
240;310;0.71550;47.1528713359;0.93398;0.89593;1.2064105368;A;Bed002.w.851
241;311;1.23164;1.24513319008;0.60137;1.01214;1.4577460653;A;Bed002.w.852
242;312;1.02546;17.8233095148;1.00000;1.00000;6.99718111346;A;Bed002.w.853
243;313;0.62067;46.7473564167;0.64444;0.93465;0.956136549665;A;Bed002.w.855
244;314;0.95490;32.6710463519;1.00654;0.95520;1.14239691648;A;Bed002.w.856
245;315;0.46525;45.3475985813;1.55689;0.92802;0.00699578195707;A;Bed002.w.858
246;316;0.00000;0.0;0.38210;0.79088;0.723530507805;A;Bed002.w.859
247;317;0.73543;45.6155760069;1.00000;1.00000;6.99718111346;A;Bed002.w.860
248;318;1.11018;41.807878625;0.59841;0.99360;0.956136549665;A;Bed002.w.862
249;319;0.88402;44.3878492222;0.54173;1.06258;0.792784067042;A;Bed002.w.865
250;320;1.32091;2.30987953846;0.76947;0.90749;0.446035449464;A;Bed002.w.866
251;321;1.36954;2.70297440278;0.65604;0.95317;0.584778825044;A;Bed002.w.867
252;322;1.23335;5.08109695898;1.00000;1.00000;6.99718111346;A;Bed002.w.868
253;323;0.80940;34.8351741769;0.87805;0.95647;1.74929527837;A;Bed002.w.869
254;324;0.51005;41.7085026384;1.35135;1.04692;3.49859055673;A;Bed002.w.870
255;325;0.59784;45.027605;0.25003;0.84583;0.792784067042;A;Bed002.w.872
256;326;1.17392;1.63294176;0.46168;1.08043;0.446035449464;A;Bed002.w.873
257;327;1.17790;2.01416451852;0.47507;0.87229;1.55492913632;A;Bed002.w.874
258;328;1.17766;2.19114071456;1.00000;1.00000;6.99718111346;A;Bed002.w.877
259;329;1.14400;2.40097533884;0.60137;0.97561;0.584778825044;A;Bed002.w.879
260;330;0.89691;31.7895213564;0.67692;0.95695;3.49859055673;A;Bed002.w.881
261;331;0.89484;28.377725097;1.04545;0.96972;0.999597301923;A;Bed002.w.882
262;332;1.10988;1.82306596875;0.44578;0.93882;0.723530507805;A;Bed002.w.883
263;333;0.76581;36.2666065636;1.27660;0.91975;2.33239370449;A;Bed002.w.884
264;334;0.94775;23.8565824757;0.64148;0.93075;1.37199629676;A;Bed002.w.886
265;335;0.84528;24.0993417222;1.01316;0.94228;0.922705201775;A;Bed002.w.888
266;336;0.83263;34.8396955247;1.23767;1.02817;1.16619685224;A;Bed002.w.892
267;337;1.04218;19.6233937708;1.47301;0.99760;0.956136549665;A;Bed002.w.894
268;338;1.18299;3.408988272;1.00419;1.18789;0.874647639183;A;Bed002.w.895
269;339;0.45602;40.0701763194;0.50006;1.14557;0.792784067042;A;Bed002.w.896
270;340;1.62719;18.910581875;1.01587;1.14042;6.99718111346;A;Bed002.w.898
271;341;1.06235;54.5580926296;1.00000;1.16181;3.49859055673;A;Bed002.w.899
272;342;0.00000;0.0;0.47498;0.98116;0.0144187923188;A;Bed002.w.900
273;343;0.79234;53.708956965;1.32203;1.01340;6.99718111346;A;Bed002.w.901
274;344;1.12378;28.2131837963;1.01787;1.14467;0.437323819591;A;Bed002.w.902
275;345;1.38342;23.56011469;1.00575;1.10684;1.99919460385;A;Bed002.w.904
276;346;0.81720;49.2982823764;1.27835;1.06075;1.39943622269;A;Bed002.w.905
277;347;0.69687;44.9880664898;0.38210;1.00507;0.723530507805;A;Bed002.w.907
278;348;0.53810;49.2124703393;1.03497;0.90792;5.2478858351;A;Bed002.w.908
279;349;1.04718;40.8064544327;1.33858;1.03379;1.74929527837;A;Bed002.w.909
280;350;1.32997;5.771397;0.73650;0.99562;0.956136549665;A;Bed002.w.910
281;351;0.71420;40.3435450312;0.38210;1.02046;0.723530507805;A;Bed002.w.911
282;352;0.49882;42.5791870956;1.02439;1.14459;6.99718111346;A;Bed002.w.912
283;353;0.63870;43.7318880579;0.77638;1.05102;1.74929527837;A;Bed002.w.913
284;354;1.03639;17.5238397586;1.70317;0.99709;0.956136549665;A;Bed002.w.915
285;355;0.92066;33.265184;0.50946;0.92735;0.723530507805;A;Bed002.w.916
286;356;0.59379;55.3708369161;1.03704;0.96089;3.49859055673;A;Bed002.w.917
287;357;1.10947;40.5150682241;1.20472;1.08350;1.74929527837;A;Bed002.w.918
288;358;1.10812;37.0933524938;0.34207;1.07588;0.0024983865038;A;Bed002.w.919
289;359;1.36350;2.3382933;0.53191;1.08883;0.839661733615;A;Bed002.w.920
290;360;0.79959;45.1669093125;0.32802;1.06325;0.584778825044;A;Bed002.w.922
291;361;0.88962;41.2329936095;0.70414;1.04242;2.05799444514;A;Bed002.w.923
292;362;1.48305;10.7804153333;1.14122;1.05213;3.93591437632;A;Bed002.w.924
293;363;1.29686;6.369146;0.44578;1.02786;0.723530507805;A;Bed002.w.925
294;364;0.64681;43.6764574768;0.95122;0.99964;6.99718111346;A;Bed002.w.926
295;365;0.76274;42.337262624;0.80315;0.97197;1.74929527837;A;Bed002.w.927
296;366;0.69774;39.5680884297;1.05931;0.98049;0.810199918401;A;Bed002.w.929
297;367;0.96876;30.7216110139;0.70884;1.13025;0.874647639183;A;Bed002.w.930
298;368;1.17904;3.23841444444;0.57315;1.00059;0.723530507805;A;Bed002.w.932
299;369;1.40465;9.3345550102;0.58138;1.08230;0.279887244538;A;Bed002.w.933
300;370;1.41478;1.19582214815;0.41561;1.03852;0.0144187923188;A;Bed002.w.934
301;371;1.05275;31.716011712;1.00000;1.00000;6.99718111346;A;Bed002.w.935
302;372;0.77077;38.7012821481;0.36347;0.99224;0.467677915038;A;Bed002.w.936
303;373;1.20978;5.95102373554;0.61557;1.16530;0.446035449464;A;Bed002.w.937
304;374;1.22081;3.22808744444;0.45283;1.03224;0.566673118344;A;Bed002.w.938
305;375;1.35682;5.6402792687;1.37349;1.08548;1.28895441564;A;Bed002.w.939
306;376;1.36251;4.51704783471;0.55093;0.98636;1.31197145877;A;Bed002.w.940
307;377;1.25771;2.00509941667;0.65604;1.02353;0.584778825044;A;Bed002.w.941
308;378;1.22931;0.64992228125;0.32222;1.01337;0.0455630398086;A;Bed002.w.942
309;379;0.75434;44.9484169251;1.18621;0.97889;6.99718111346;A;Bed002.w.943
310;380;0.74484;62.3321837037;0.47498;0.99213;0.0144187923188;A;Bed002.w.944
311;381;1.48958;11.5299301538;1.06667;1.04444;3.49859055673;A;Bed002.w.945
312;382;1.45024;13.2545413359;0.96727;1.00065;0.349859055673;A;Bed002.w.947
313;383;1.02921;24.4999284198;0.44578;1.03528;0.723530507805;A;Bed002.w.948
314;384;0.42138;37.8140525269;0.89032;1.02034;3.49859055673;A;Bed002.w.949
315;385;0.53158;40.0372811;0.37504;1.02088;0.792784067042;A;Bed002.w.951
316;386;1.18864;7.00013891358;0.51633;0.98328;0.0165809978992;A;Bed002.w.953
